c_x,c_y,lateral_off,steer_angle
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.354680178698,7.22219777291
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.384973389,0.353882389524,7.20987957
-58.9938419636,-186.373886404,0.342859085978,7.1077996288
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.340468118388,7.07087635911
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.340468118388,7.07087635911
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.340468118388,7.07087635911
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.342061291386,7.09547969615
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.340468118388,7.07087635911
-58.9938419636,-186.373886404,0.340468118388,7.07087635911
-58.9938419636,-186.373886404,0.340468118388,7.07087635911
-58.9938419636,-186.373886404,0.340468118388,7.07087635911
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.373886404,0.340468118388,7.07087635911
-58.9938419636,-186.373886404,0.341265923726,7.08319698049
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.351491421934,7.17296041267
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.353084594932,7.19756101518
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
-58.9938419636,-186.384973389,0.352289227272,7.18527966753
