x,y,heading
-7.4921400824308195,-3.5002022828,245.213867188
-7.51394114457386,-3.51030296274,245.222076416
-7.535742209139242,-3.52040364267,245.23020935099998
-7.557543271282284,-3.53048214735,245.237823486
-7.579249133052782,-3.54051630432,245.244812012
-7.600859794450739,-3.55048393318,245.25187683099998
-7.622565658643578,-3.56036286429,245.258834839
-7.644081117246651,-3.57015309716,245.26513671900003
-7.665596575849726,-3.57986571407,245.27174377400002
-7.687016834080257,-3.58951181127,245.278274536
-7.7083418943605855,-3.59914681502,245.284469604
-7.729666952218575,-3.60879291268,245.29005432099999
-7.7508968072816815,-3.61845009029,245.29515075700002
-7.7720314619722455,-3.62814053614,245.29901123
-7.793070916290268,-3.63783097919,245.30111694299998
-7.814015170235747,-3.64751033532,245.301879883
-7.834959421758886,-3.65715642925,245.30197143599997
-7.8558084753318225,-3.66679143533,245.30140686
-7.876657526482419,-3.67639318015,245.300811768
-7.8974113772604735,-3.68597275112,245.300643921
-7.918070027665985,-3.69554123236,245.30108642599998
-7.938633475276615,-3.70507645095,245.302352905
-7.959196925309584,-3.71460058447,245.304519653
-7.979760370497874,-3.72408036562,245.30656433099998
-8.000228617735962,-3.73349362286,245.307785034
-8.020601667023845,-3.74281818001,245.30810546900003
-8.040974711467051,-3.7520429506,245.307907104
-8.061347758332595,-3.76116793137,245.307189941
-8.081720802775799,-3.77020421671,245.307144165
-8.1019986492688,-3.77917397441,245.307617188
-8.122181292966921,-3.78811047319,245.307907104
-8.142173533497616,-3.79711349308,245.294326782
-8.162070571233428,-3.80609433912,245.29518127400002
-8.18196761381392,-3.81503083417,245.29638671900003
-8.20176945359953,-3.82393406751,245.297576904
-8.221476093012598,-3.83278186573,245.298583984
-8.241087527208443,-3.84158530971,245.299484253
-8.260698963826627,-3.85035549616,245.300064087
-8.280119999699727,-3.85912568122,245.300323486
-8.299541033150488,-3.86789586442,245.30111694299998
-8.318771665856163,-3.87667713687,245.302581787
-8.338002296139498,-3.8854473196,245.303665161
-8.357042528100088,-3.89419532847,245.30574035599997
-8.376082757638338,-3.90291007562,245.30743408200001
-8.395027786804047,-3.91156938486,245.309127808
-8.413877613174872,-3.92015108466,245.311096191
-8.432727441968037,-3.92865516758,245.313201904
-8.45148206796632,-3.93710381351,245.314910889
-8.470236696386943,-3.94548593741,245.316375732
-8.488896119590343,-3.95382371265,245.318359375
-8.50746034484354,-3.96212821966,245.320068359
-8.525929367301856,-3.9703994696,245.32270813
-8.544398389760172,-3.97864854569,245.32421875
-8.562772214268284,-3.98686435353,245.325592041
-8.581050833559175,-3.99503581598,245.326324463
-8.599329455272406,-4.00317401486,245.32609558099998
-8.617512874190755,-4.01126786228,245.325500488
-8.635696293109103,-4.01933953585,245.324066162
-8.653784509232569,-4.0273779477,245.32305908200001
-8.671872730200715,-4.03537200904,245.321380615
-8.689865748373977,-4.04334389511,245.320907593
-8.7078587641249,-4.05129360501,245.321578979
-8.725756579503281,-4.05921005644,245.322692871
-8.743654397304002,-4.06711541768,245.32496643099998
-8.761361811937297,-4.0749875172,245.328125
-8.779164424520797,-4.08282635361,245.33082580599998
-8.79677663878155,-4.09066519234,245.334259033
-8.814484050992506,-4.09847076749,245.337081909
-8.83209626525326,-4.10626525478,245.338745117
-8.849613276719131,-4.11403756449,245.33921814
-8.867130288185,-4.1217877022,245.33871459999997
-8.884647299650872,-4.12949348986,245.33753967299998
-8.902164311116744,-4.13716601674,245.336471558
-8.919586119787732,-4.14481636602,245.33541870099998
-8.93700793088106,-4.15242236713,245.334823608
-8.954334541601847,-4.16001727851,245.335372925
-8.97156594952775,-4.1675900165,245.336593628
-8.988797357453654,-4.1751405783,245.339035034
-9.005933565007014,-4.1826800555,245.341064453
-9.022974569765493,-4.1902195313,245.343475342
-9.03992037657377,-4.19773682952,245.332214355
-9.056675775369941,-4.20528739225,245.33308410599997
-9.073526381805674,-4.21277143061,245.33279418900003
-9.090186582651643,-4.22020003246,245.331420898
-9.106846783497613,-4.22758428426,245.329620361
-9.123506986765921,-4.23494635709,245.32792663599997
-9.140071984817009,-4.24228626024,245.327590942
-9.156541782495554,-4.24959289841,245.327590942
-9.173011585018775,-4.25688845012,245.32902526900003
-9.189290977107555,-4.26413965039,245.32987976099997
-9.205570376463355,-4.2713686768,245.33154296900003
-9.22165936780705,-4.27855335455,245.333175659
-9.237748366417764,-4.28567150608,245.33428955099998
-9.253837357761459,-4.29273421969,245.33430481
-9.269735950782406,-4.29974149633,245.333129883
-9.285634543803356,-4.30669333553,245.33253479
-9.301437934029423,-4.31360082887,245.33181762700002
-9.31724132425549,-4.32046396565,245.33041381799998
-9.332854313736473,-4.32729384303,245.329696655
-9.348467300795114,-4.33409046009,245.32963562
-9.363889889531011,-4.34084272478,245.33001709
-9.379312473422228,-4.34755064035,245.33026123
-9.394639859363243,-4.35419203062,245.330856323
-9.409967245304257,-4.3607779867,245.331329346
-9.425104228077847,-4.36731958948,245.332183838
-9.440241208429097,-4.37382792914,245.332565308
-9.455282993252483,-4.38030300802,245.33346557599998
-9.470324770808851,-4.38674482517,245.33474731400003
-9.485176152464813,-4.39317555493,245.336746216
-9.500027531698436,-4.39958410803,245.33865356400003
-9.514783710559517,-4.40597048635,245.341110229
-9.529539889420596,-4.41234577866,245.34300231900002
-9.544200865486793,-4.41870998358,245.34437561
-9.558861841552991,-4.42505201045,245.345428467
-9.573427617246645,-4.43138295459,245.34480285599997
-9.587993392940302,-4.4377028076,245.344284058
-9.602463968261414,-4.44398939982,245.343276978
-9.616934543582527,-4.45024273032,245.342468262
-9.631405118903638,-4.45647388371,245.34243774400002
-9.64578049142987,-4.46263851319,245.34254455599998
-9.660060663583558,-4.46876988001,245.34323120099998
-9.674340835737244,-4.47486798652,245.34490966799999
-9.68852580994073,-4.48093282757,245.346923828
-9.702710779299535,-4.48697549477,245.34854126
-9.716800550708138,-4.49300707597,245.350387573
-9.73089032211674,-4.49901647912,245.352172852
-9.744980088680663,-4.50500371214,245.35331726099997
-9.758974659716722,-4.51095767971,245.35357666
-9.7728740279579,-4.51687838323,245.35369873
-9.78686859657162,-4.52276582923,245.353530884
-9.800672762017918,-4.52871979401,245.34408569299998
-9.814476929886553,-4.53476246214,245.344207764
-9.828185894960304,-4.54080512933,245.344970703
-9.841799659661516,-4.54685888439,245.346298218
-9.855318223990183,-4.55292372871,245.34777832
-9.868836785896512,-4.5589996581,245.348754883
-9.882260149852637,-4.56506450288,245.350341797
-9.895683508964083,-4.57109608036,245.351318359
-9.909106872920209,-4.5771054863,245.352111816
-9.922435031659113,-4.58308162866,245.35272216799999
-9.935763192820355,-4.58904668363,245.353622437
-9.949091356403938,-4.59497847781,245.35415649400002
-9.9623243147703,-4.60092135612,245.35484314
-9.975462072764117,-4.60684206337,245.355056763
-9.988695033552817,-4.61274059303,245.355148315
-10.001737591174093,-4.6186169479,245.35623168900003
-10.014875349167912,-4.62447112985,245.357177734
-10.027917909211528,-4.630303137,245.35885620099998
-10.040960464410464,-4.63611296704,245.360443115
-10.05400302203174,-4.64191170968,245.36241149900002
-10.066950379280472,-4.64771045325,245.364395142
-10.079897734106867,-4.65350919636,245.36692810099998
-10.0928450913556,-4.65931902686,245.370269775
-10.10569724580945,-4.66513994336,245.37420654299999
-10.118644603058184,-4.67098303791,245.37854003900003
-10.131591960306917,-4.67681504553,245.38356018099998
-10.144444114760768,-4.68262487603,245.38874816900002
-10.15729626921462,-4.68843470514,245.39416503900003
-10.17014842366847,-4.69423344824,245.39877319299998
-10.183095780917203,-4.70003219182,245.40296936
-10.195947937793393,-4.70581984799,245.40673828099997
-10.208895292619788,-4.7116075037,245.40977478
-10.22184264986852,-4.71740624728,245.41262817400002
-10.234790004694915,-4.72320498992,245.415771484
-10.24783256231619,-4.72898155823,245.419113159
-10.260875119937467,-4.73474704055,245.422042847
-10.273917677558742,-4.74050143501,245.425888062
-10.286865034807475,-4.74624474021,245.430908203
-10.299907590006411,-4.75198804447,245.436401367
-10.312950150050026,-4.75772026274,245.44299316400003
-10.325992705248963,-4.76346356934,245.44934082
-10.339035265292578,-4.76920687454,245.454940796
-10.352077822913854,-4.77495018253,245.460479736
-10.365215580907671,-4.78070457419,245.465438843
-10.378258138528947,-4.78643679153,245.46971130400001
-10.391395896522766,-4.79218009952,245.47366333
-10.404438454144042,-4.79793449398,245.477493286
-10.41757621213786,-4.8037110595,245.48185730000003
-10.430713970131679,-4.80950980308,245.486434937
-10.443851732970176,-4.81533072283,245.49114990200002
-10.456894288169112,-4.82122925203,245.46788024900002
-10.469841642995506,-4.82718322147,245.47434997599998
-10.482884200616782,-4.83313718811,245.47967529299999
-10.495926758238058,-4.83908006968,245.48489379900002
-10.508969315859334,-4.84503403446,245.489089966
-10.522107073853151,-4.8509769151,245.493255615
-10.53524483426931,-4.85690870881,245.497207642
-10.548382592263128,-4.86284050299,245.501525879
-10.561520352679286,-4.8687722967,245.50546264599998
-10.574658110673104,-4.87471517455,245.509597778
-10.587891069039465,-4.88069131691,245.514801025
-10.601028829455624,-4.886678549,245.520645142
-10.614261787821984,-4.89271012554,245.52655029299999
-10.627399545815802,-4.89876388339,245.53294372599998
-10.640727706977046,-4.90481763473,245.538818359
-10.653960665343407,-4.91088247951,245.54515075700002
-10.66728882892699,-4.91695841122,245.551239014
-10.680616990088232,-4.92304542614,245.556106567
-10.693945148827137,-4.92912135553,245.56028747599998
-10.707273312410718,-4.93519728631,245.563873291
-10.720696673944504,-4.94127321569,245.567184448
-10.734024832683408,-4.94736023387,245.57011413599997
-10.747448196639533,-4.95346942358,245.57458496099997
-10.760966760968202,-4.95958970347,245.578735352
-10.77448532287453,-4.96573215863,245.583374023
-10.788003887203198,-4.97189678904,245.588546753
-10.801617651904408,-4.97808359377,245.59471130400001
-10.815231416605618,-4.9842925733,245.60133361799998
-10.828845178884489,-4.99051263975,245.60768127400002
-10.842554146380582,-4.9967437936,245.61380004900002
-10.856263111454336,-5.00298603438,245.62017822299998
-10.870067276900631,-5.00923936395,245.62655639599998
-10.883871442346926,-5.01551486878,245.632263184
-10.897675610215561,-5.02182363486,245.637817383
-10.911479775661856,-5.0281545748,245.643981934
-10.925283943530493,-5.03450769233,245.649505615
-10.939088108976788,-5.04090515804,245.654403687
-10.952987479640305,-5.0473247976,245.65924072299998
-10.966791645086602,-5.05375552736,245.664001465
-10.980691013327778,-5.06017517019,245.668426514
-10.99468558436384,-5.06659480929,245.672821045
-11.00868015055522,-5.07298118807,245.67741394
-11.02267471916894,-5.07935647853,245.682327271
-11.036669290205,-5.08569850959,245.68772888200002
-11.050663858818721,-5.09200727474,245.69328308099998
-11.064753627804983,-5.09831604082,245.698669434
-11.078843399213586,-5.10460263304,245.70401001
-11.092933168199849,-5.11087813741,245.709365845
-11.107022939608452,-5.11715363897,245.714523315
-11.121112708594714,-5.12345131766,245.68524169900002
-11.135107277208435,-5.12984878663,245.690124512
-11.149197048617037,-5.13624625234,245.69519043
-11.163191619653098,-5.14265480451,245.700927734
-11.177186185844478,-5.14907444688,245.708282471
-11.191275957253081,-5.15553843742,245.71766662599998
-11.205270525866801,-5.16201351536,245.72825622599998
-11.219265094480521,-5.1685218541,245.740097046
-11.233259663094241,-5.17504128348,245.753341675
-11.247349434502844,-5.1815717998,245.76675415
-11.261439203489108,-5.18811340304,245.78038024900002
-11.27552897489771,-5.19466609322,245.793777466
-11.289618743883972,-5.20122987079,245.806640625
-11.303803713242779,-5.20779364882,245.818954468
-11.31789348707372,-5.21436851285,245.83047485400002
-11.332173659227408,-5.22096555354,245.84269714400003
-11.346358628586215,-5.22756259562,245.85443115200002
-11.36063880316224,-5.23418180924,245.86740112299998
-11.375014175688472,-5.24082320184,245.88105773900003
-11.38929434784216,-5.24746458838,245.895797729
-11.40366972279073,-5.25412815483,245.909576416
-11.41804509289462,-5.26081389654,245.92303466799999
-11.432515670638072,-5.2674885462,245.936645508
-11.446986243536845,-5.27416320145,245.949325562
-11.461456818857958,-5.28082676511,245.961410522
-11.476022594551612,-5.28749033157,245.973800659
-11.49068357304015,-5.29415389616,245.98651123
-11.505344549106347,-5.30082854675,245.999847412
-11.520005527594884,-5.30753646186,246.013397217
-11.534761704033624,-5.31425546482,246.02825927700002
-11.549422680099822,-5.32101881783,246.04319763200002
-11.564178858960902,-5.32780434517,246.058181763
-11.579030240616865,-5.33461204683,246.07318115200002
-11.593786417055604,-5.34145300929,246.088180542
-11.608637798711566,-5.34828288853,246.10189819299998
-11.623489175522849,-5.35512385145,246.11486816400003
-11.638340554756471,-5.36196481716,246.127548218
-11.653191933990094,-5.36879469361,246.138946533
-11.668138516018598,-5.37561348267,246.15118408200001
-11.683085095624763,-5.38241009787,246.163970947
-11.69812687802581,-5.38917344995,246.17698669400002
-11.713073457631975,-5.39592571417,246.191345215
-11.728115242455363,-5.40266689239,246.207351685
-11.743157020011731,-5.40938589536,246.224136353
-11.758198804835118,-5.41608272353,246.240951538
-11.773240584813825,-5.42276846152,246.258346558
-11.788377567587414,-5.42943202518,246.274291992
-11.803419349988461,-5.43608450424,246.2890625
-11.818461132389508,-5.44272589358,246.303619385
-11.833502912368216,-5.44936728338,246.31663513200002
-11.848544694769263,-5.45600867365,246.328933716
-11.86358647474797,-5.46267223731,246.31489563
-11.878437856403933,-5.46940232906,246.327651978
-11.893289235637555,-5.47612133203,246.34104919400002
-11.908140614871177,-5.48285142146,246.355026245
-11.92299199168246,-5.48958150949,246.369918823
-11.937843370916083,-5.49632268585,246.384597778
-11.952694752572045,-5.50306386547,246.39990234400003
-11.967546131805667,-5.50977178151,246.415176392
-11.98239751103929,-5.51645751856,246.429977417
-11.997248890272912,-5.52312108502,246.44538879400002
-12.012100269506535,-5.52976247529,246.45988464400003
-12.026951648740157,-5.5363816875,246.47456359900002
-12.04189823076866,-5.54300090624,246.489700317
-12.056749607579944,-5.54962011799,246.504318237
-12.071600989235906,-5.55621715961,246.518844604
-12.086547568842072,-5.56281420123,246.532775879
-12.101398948075694,-5.56941123912,246.54624939
