heading,x,y
337.457977295,31.302942109,121.291647031
337.317504883,31.3029432787,121.2916465
337.087036133,31.3029443369,121.291645896
336.875610352,31.3029454937,121.291645353
336.713531494,31.3029466606,121.291644805
336.483886719,31.3029478332,121.291644257
336.283203125,31.3029489994,121.291643713
336.106781006,31.3029500389,121.291643005
335.886138916,31.3029512281,121.291642425
335.675628662,31.302952431,121.291641832
335.476959229,31.3029536261,121.291641235
335.245727539,31.302954825,121.291640646
335.084411621,31.3029558058,121.29164005
334.881011963,31.3029569603,121.291639482
335.048156738,31.3029581018,121.291638933
335.225250244,31.3029592501,121.291638392
335.390258789,31.3029604031,121.291637853
335.564575195,31.3029613712,121.29163723
335.736572266,31.3029624817,121.291636704
335.90737915,31.3029635683,121.291636204
335.998382568,31.3029646336,121.291635736
336.201721191,31.3029655926,121.291635266
336.339691162,31.3029666511,121.291634804
336.500762939,31.302967714,121.291634334
