heading,x,y
240.792861938,31.3027611995,121.291513741
240.794433594,31.3027612006,121.29151374
240.795623779,31.3027612017,121.291513739
240.796936035,31.3027612029,121.291513739
240.798690796,31.3027612041,121.291513738
240.799819946,31.3027612055,121.291513737
240.80065918,31.3027612069,121.291513736
240.802047729,31.3027612083,121.291513735
240.802871704,31.3027612096,121.291513734
240.803787231,31.3027612107,121.291513733
240.804611206,31.3027612117,121.291513732
240.80581665,31.3027612127,121.291513732
240.807327271,31.3027612137,121.291513731
240.807983398,31.3027612146,121.291513731
240.809310913,31.3027612155,121.29151373
240.810165405,31.3027612164,121.291513729
240.811538696,31.3027612172,121.291513729
240.812728882,31.3027612179,121.291513728
240.813491821,31.3027612186,121.291513727
240.814788818,31.3027612194,121.291513727
240.816116333,31.3027612203,121.291513726
240.817276001,31.3027612213,121.291513725
240.818435669,31.3027612222,121.291513724
240.819458008,31.3027612232,121.291513723
240.820663452,31.3027612242,121.291513722
240.821640015,31.3027612251,121.291513721
240.822402954,31.302761226,121.29151372
240.823562622,31.3027612268,121.291513719
240.824890137,31.3027612276,121.291513719
240.825973511,31.3027612284,121.291513718
240.826904297,31.302761229,121.291513717
240.828277588,31.3027612295,121.291513716
240.829589844,31.3027612299,121.291513716
241.225875854,31.3027612301,121.291513715
241.227722168,31.3027612301,121.291513715
241.228652954,31.3027612301,121.291513715
241.22984314,31.3027612299,121.291513715
241.231170654,31.3027612299,121.291513715
241.232666016,31.3027612298,121.291513715
241.234466553,31.3027612298,121.291513714
241.236114502,31.3027612298,121.291513714
241.237670898,31.3027612297,121.291513714
241.23916626,31.3027612296,121.291513714
241.240386963,31.3027612296,121.291513714
241.241912842,31.3027612295,121.291513714
241.243118286,31.3027612293,121.291513714
241.243896484,31.3027612292,121.291513714
241.244934082,31.302761229,121.291513714
241.246917725,31.3027612288,121.291513714
241.248336792,31.3027612285,121.291513714
241.249740601,31.3027612282,121.291513714
241.251113892,31.3027612279,121.291513714
241.252334595,31.3027612276,121.291513714
241.253326416,31.3027612274,121.291513715
241.254333496,31.3027612271,121.291513715
241.255722046,31.3027612267,121.291513715
241.256896973,31.3027612264,121.291513716
241.257522583,31.3027612261,121.291513716
241.258865356,31.3027612258,121.291513717
241.260284424,31.3027612255,121.291513717
241.261764526,31.3027612253,121.291513717
241.263290405,31.302761225,121.291513718
241.26385498,31.3027612247,121.291513718
241.26461792,31.3027612244,121.291513718
241.265487671,31.3027612241,121.291513719
241.266586304,31.3027612237,121.291513719
241.267837524,31.3027612233,121.291513719
241.268936157,31.3027612228,121.29151372
241.270324707,31.3027612225,121.29151372
241.272109985,31.3027612221,121.29151372
241.273300171,31.3027612217,121.29151372
241.274520874,31.3027612213,121.29151372
241.275680542,31.3027612209,121.29151372
241.276992798,31.3027612204,121.29151372
241.278137207,31.3027612199,121.29151372
241.279312134,31.3027612193,121.29151372
241.280654907,31.3027612187,121.291513721
241.282058716,31.3027612182,121.291513721
241.283721924,31.3027612177,121.291513721
241.28477478,31.3027612171,121.291513721
241.286346436,31.3027612166,121.29151372
241.287399292,31.302761216,121.29151372
241.288375854,31.3027612154,121.29151372
241.644302368,31.3027612147,121.291513721
241.645843506,31.3027612139,121.291513721
241.647140503,31.3027612132,121.291513722
241.648666382,31.3027612125,121.291513722
241.650146484,31.3027612118,121.291513723
241.652084351,31.3027612109,121.291513723
241.65423584,31.30276121,121.291513724
241.65562439,31.3027612091,121.291513725
241.657012939,31.3027612081,121.291513725
241.658462524,31.302761207,121.291513726
241.660171509,31.302761206,121.291513726
241.662063599,31.3027612049,121.291513727
241.663650513,31.3027612038,121.291513728
241.664825439,31.3027612027,121.291513728
241.666564941,31.3027612015,121.291513729
241.668624878,31.3027612003,121.291513729
241.670303345,31.3027611991,121.29151373
241.672622681,31.3027611977,121.29151373
241.674163818,31.3027611964,121.291513731
241.676193237,31.302761195,121.291513732
241.678344727,31.3027611935,121.291513732
241.679336548,31.3027611921,121.291513733
241.68119812,31.3027611905,121.291513733
241.68296814,31.302761189,121.291513734
241.684539795,31.3027611874,121.291513734
241.685775757,31.3027611857,121.291513735
241.687744141,31.3027611841,121.291513736
241.689437866,31.3027611824,121.291513736
241.691101074,31.3027611807,121.291513736
241.693252563,31.302761179,121.291513737
241.694885254,31.3027611773,121.291513737
241.696716309,31.3027611757,121.291513738
241.698562622,31.3027611741,121.291513738
241.700027466,31.3027611724,121.291513738
241.701095581,31.3027611708,121.291513739
241.702316284,31.3027611692,121.291513739
241.704421997,31.3027611676,121.29151374
241.706069946,31.302761166,121.29151374
241.707946777,31.3027611645,121.29151374
241.70954895,31.3027611629,121.29151374
241.711517334,31.3027611613,121.29151374
241.71282959,31.3027611597,121.291513741
241.71446228,31.3027611581,121.291513741
241.716262817,31.3027611564,121.291513741
241.717926025,31.3027611548,121.291513741
241.719543457,31.3027611532,121.291513741
241.721466064,31.3027611516,121.291513741
241.723373413,31.3027611499,121.291513741
241.725387573,31.3027611482,121.291513741
241.727554321,31.3027611464,121.291513741
241.729278564,31.3027611448,121.291513741
242.057937622,31.3027611433,121.291513742
242.059692383,31.3027611419,121.291513742
242.06161499,31.3027611404,121.291513742
242.062728882,31.3027611389,121.291513743
242.063796997,31.3027611374,121.291513743
242.065032959,31.3027611359,121.291513743
242.066101074,31.3027611344,121.291513744
242.068145752,31.3027611329,121.291513744
242.07069397,31.3027611314,121.291513745
242.072601318,31.3027611299,121.291513745
242.074371338,31.3027611283,121.291513745
242.076034546,31.3027611268,121.291513746
242.078201294,31.3027611252,121.291513746
242.079833984,31.3027611236,121.291513747
242.081512451,31.3027611219,121.291513748
242.082702637,31.3027611203,121.291513748
242.084060669,31.3027611186,121.291513749
242.086151123,31.3027611169,121.291513749
242.087814331,31.3027611151,121.29151375
242.089324951,31.3027611134,121.291513751
242.091018677,31.3027611116,121.291513751
242.093231201,31.3027611099,121.291513752
242.095077515,31.3027611081,121.291513753
242.095993042,31.3027611064,121.291513754
242.098068237,31.3027611046,121.291513754
242.099731445,31.3027611028,121.291513755
242.102218628,31.302761101,121.291513756
242.10357666,31.3027610992,121.291513756
242.105636597,31.3027610975,121.291513757
242.106948853,31.3027610957,121.291513758
242.109542847,31.3027610939,121.291513758
242.111068726,31.3027610922,121.291513759
242.113067627,31.3027610904,121.29151376
242.114944458,31.3027610888,121.29151376
242.116729736,31.3027610871,121.291513761
242.118927002,31.3027610856,121.291513761
242.120910645,31.302761084,121.291513762
242.122528076,31.3027610824,121.291513762
242.124145508,31.3027610809,121.291513763
242.126113892,31.3027610793,121.291513763
242.127456665,31.3027610778,121.291513764
242.129257202,31.3027610763,121.291513764
242.13117981,31.3027610749,121.291513764
242.133010864,31.3027610734,121.291513765
242.135131836,31.302761072,121.291513766
242.136779785,31.3027610707,121.291513766
242.138122559,31.3027610693,121.291513767
242.140579224,31.3027610676,121.291513768
242.142608643,31.3027610659,121.291513769
242.425308228,31.3027610644,121.29151377
242.428192139,31.3027610628,121.291513771
242.430007935,31.3027610615,121.291513771
242.432266235,31.3027610601,121.291513773
242.434234619,31.302761059,121.291513774
242.436218262,31.302761058,121.291513775
242.438140869,31.3027610569,121.291513775
242.439453125,31.3027610557,121.291513776
242.441390991,31.3027610547,121.291513777
242.442977905,31.3027610537,121.291513779
242.445266724,31.3027610528,121.29151378
242.447418213,31.3027610519,121.291513781
242.449829102,31.3027610511,121.291513782
242.45223999,31.3027610502,121.291513783
242.454788208,31.3027610494,121.291513784
242.457321167,31.3027610485,121.291513785
242.459945679,31.3027610477,121.291513786
242.461608887,31.3027610468,121.291513788
242.463272095,31.3027610461,121.291513789
242.464782715,31.3027610455,121.29151379
242.466567993,31.3027610448,121.291513791
242.468475342,31.3027610442,121.291513792
242.47076416,31.3027610435,121.291513793
242.473693848,31.3027610428,121.291513795
242.476287842,31.3027610422,121.291513796
242.478363037,31.3027610416,121.291513798
242.480865479,31.3027610412,121.2915138
242.482635498,31.3027610409,121.291513802
242.484741211,31.3027610409,121.291513804
242.486679077,31.302761041,121.291513805
242.488525391,31.3027610411,121.291513807
242.49079895,31.3027610412,121.291513809
242.492858887,31.3027610412,121.29151381
242.495056152,31.3027610411,121.291513812
242.497360229,31.302761041,121.291513813
242.499313354,31.302761041,121.291513815
242.501281738,31.3027610412,121.291513817
242.502883911,31.3027610413,121.291513818
242.505187988,31.3027610415,121.29151382
242.507385254,31.3027610417,121.291513821
242.509353638,31.3027610418,121.291513822
242.511764526,31.3027610419,121.291513824
242.514175415,31.302761042,121.291513825
242.516723633,31.302761042,121.291513827
242.518859863,31.3027610421,121.291513828
242.520965576,31.3027610422,121.291513829
242.522766113,31.3027610424,121.29151383
242.524749756,31.3027610425,121.291513832
242.526535034,31.3027610428,121.291513833
242.528411865,31.3027610431,121.291513834
242.773574829,31.3027610435,121.291513835
242.775299072,31.3027610439,121.291513837
242.777908325,31.3027610443,121.291513838
242.780029297,31.3027610447,121.291513839
242.782211304,31.3027610451,121.291513841
242.784164429,31.3027610455,121.291513842
242.78604126,31.302761046,121.291513843
242.787689209,31.3027610464,121.291513844
242.789642334,31.3027610468,121.291513846
242.791763306,31.3027610472,121.291513847
242.794586182,31.3027610476,121.291513849
242.796386719,31.3027610479,121.29151385
242.798965454,31.3027610483,121.291513851
242.801712036,31.3027610486,121.291513853
242.803909302,31.302761049,121.291513854
242.806564331,31.3027610494,121.291513856
242.808258057,31.3027610498,121.291513857
242.809631348,31.3027610502,121.291513859
242.811630249,31.3027610506,121.29151386
242.814254761,31.302761051,121.291513861
242.81602478,31.3027610514,121.291513863
242.81829834,31.3027610518,121.291513864
242.821029663,31.3027610521,121.291513866
242.823959351,31.3027610525,121.291513867
242.825698853,31.3027610528,121.291513869
242.828201294,31.3027610531,121.29151387
242.8309021,31.3027610534,121.291513871
242.832778931,31.3027610537,121.291513873
242.834625244,31.302761054,121.291513874
242.836547852,31.3027610543,121.291513876
242.839096069,31.3027610547,121.291513877
242.841552734,31.3027610551,121.291513878
242.844100952,31.3027610555,121.29151388
242.846466064,31.3027610558,121.291513881
242.848709106,31.3027610562,121.291513882
242.850784302,31.3027610566,121.291513883
242.851959229,31.302761057,121.291513885
242.854293823,31.3027610572,121.291513886
242.856735229,31.3027610574,121.291513887
242.859191895,31.3027610576,121.291513888
242.861755371,31.3027610577,121.291513889
242.864105225,31.3027610577,121.29151389
242.866775513,31.3027610578,121.291513892
242.86857605,31.3027610579,121.291513893
242.870605469,31.3027610579,121.291513894
242.87260437,31.3027610579,121.291513895
242.874633789,31.3027610579,121.291513896
242.876937866,31.302761058,121.291513897
242.878921509,31.3027610581,121.291513898
242.881088257,31.3027610581,121.291513899
243.100128174,31.302761058,121.2915139
243.102432251,31.3027610579,121.291513901
243.104980469,31.3027610579,121.291513901
243.107376099,31.3027610579,121.291513902
243.109802246,31.3027610579,121.291513903
243.111297607,31.302761058,121.291513904
243.113265991,31.302761058,121.291513905
243.115325928,31.302761058,121.291513906
243.117324829,31.302761058,121.291513907
243.119644165,31.302761058,121.291513908
243.121994019,31.3027610581,121.291513909
243.124710083,31.3027610582,121.29151391
243.12651062,31.3027610582,121.291513911
243.128509521,31.3027610583,121.291513912
243.130737305,31.3027610584,121.291513913
243.132858276,31.3027610585,121.291513914
243.134628296,31.3027610585,121.291513915
243.137207031,31.3027610585,121.291513916
243.139526367,31.3027610584,121.291513917
243.141876221,31.3027610583,121.291513919
243.144134521,31.3027610582,121.29151392
243.146850586,31.3027610581,121.291513921
243.149200439,31.302761058,121.291513922
243.151153564,31.3027610579,121.291513924
243.153594971,31.3027610578,121.291513925
243.155059814,31.3027610576,121.291513926
243.156784058,31.3027610574,121.291513927
243.15852356,31.3027610572,121.291513929
243.161148071,31.302761057,121.29151393
243.163589478,31.3027610568,121.291513931
243.16607666,31.3027610566,121.291513933
243.168258667,31.3027610563,121.291513934
243.170288086,31.3027610561,121.291513935
243.172714233,31.3027610558,121.291513936
243.174819946,31.3027610555,121.291513937
243.177154541,31.3027610552,121.291513939
243.179504395,31.3027610548,121.29151394
243.181503296,31.3027610544,121.291513941
243.183639526,31.3027610541,121.291513942
243.185501099,31.3027610538,121.291513943
243.187896729,31.3027610534,121.291513944
243.1902771,31.302761053,121.291513945
243.192550659,31.3027610526,121.291513946
243.194747925,31.3027610522,121.291513947
243.196975708,31.3027610517,121.291513948
243.199172974,31.3027610512,121.291513948
243.201675415,31.3027610507,121.291513949
243.20413208,31.3027610502,121.29151395
243.206237793,31.3027610496,121.291513951
243.2081604,31.3027610491,121.291513951
243.210281372,31.3027610486,121.291513952
243.407989502,31.3027610483,121.291513953
243.410629272,31.302761048,121.291513954
243.412887573,31.3027610477,121.291513954
243.415359497,31.3027610474,121.291513955
243.417724609,31.3027610471,121.291513956
243.420623779,31.3027610468,121.291513956
243.423217773,31.3027610465,121.291513957
243.42578125,31.3027610463,121.291513957
243.428100586,31.302761046,121.291513958
243.430847168,31.3027610458,121.291513958
243.433731079,31.3027610455,121.291513958
243.435760498,31.3027610452,121.291513959
243.438598633,31.3027610448,121.291513959
243.440734863,31.3027610443,121.291513959
243.442733765,31.3027610439,121.29151396
243.444763184,31.3027610433,121.29151396
243.447174072,31.3027610428,121.29151396
243.44934082,31.3027610421,121.29151396
243.451385498,31.3027610414,121.29151396
243.453674316,31.3027610407,121.291513961
243.455490112,31.3027610401,121.291513961
243.458129883,31.3027610394,121.291513961
243.460128784,31.3027610387,121.291513961
243.462554932,31.302761038,121.291513962
243.466140747,31.3027610372,121.291513962
243.469223022,31.3027610365,121.291513963
243.471954346,31.3027610357,121.291513963
243.473922729,31.3027610349,121.291513963
243.476608276,31.3027610341,121.291513963
243.479385376,31.3027610333,121.291513964
243.481964111,31.3027610324,121.291513964
243.484527588,31.3027610315,121.291513964
243.487075806,31.3027610305,121.291513964
243.489883423,31.3027610294,121.291513965
243.492218018,31.3027610284,121.291513965
243.494873047,31.3027610273,121.291513965
243.49710083,31.3027610262,121.291513965
243.499740601,31.3027610251,121.291513966
243.501800537,31.302761024,121.291513966
243.504379272,31.3027610229,121.291513966
243.506393433,31.3027610219,121.291513966
243.509124756,31.3027610208,121.291513967
243.511657715,31.3027610196,121.291513967
243.513412476,31.3027610185,121.291513967
243.516082764,31.3027610173,121.291513967
243.518890381,31.3027610161,121.291513967
243.521575928,31.302761015,121.291513968
243.523849487,31.3027610138,121.291513968
243.526611328,31.3027610126,121.291513968
243.697998047,31.3027610115,121.291513968
243.700454712,31.3027610105,121.291513969
243.703277588,31.3027610095,121.291513969
243.706054688,31.3027610084,121.291513969
243.708755493,31.3027610072,121.29151397
243.710830688,31.3027610059,121.29151397
243.712982178,31.3027610046,121.29151397
243.715576172,31.3027610032,121.291513971
243.717605591,31.3027610018,121.291513971
243.720428467,31.3027610004,121.291513972
243.722427368,31.302760999,121.291513972
243.72517395,31.3027609976,121.291513973
243.727172852,31.3027609962,121.291513973
243.730133057,31.3027609947,121.291513974
243.73236084,31.3027609933,121.291513974
243.735015869,31.3027609917,121.291513975
243.737915039,31.3027609902,121.291513975
243.740432739,31.3027609886,121.291513975
243.743911743,31.302760987,121.291513976
243.746063232,31.3027609853,121.291513976
243.748977661,31.3027609836,121.291513976
243.751708984,31.3027609818,121.291513976
243.753540039,31.30276098,121.291513976
243.755325317,31.302760978,121.291513976
243.757522583,31.302760976,121.291513976
243.759521484,31.3027609738,121.291513975
243.761703491,31.3027609715,121.291513974
243.76449585,31.302760969,121.291513973
243.767547607,31.3027609663,121.291513971
243.770172119,31.3027609634,121.291513969
243.774093628,31.3027609602,121.291513966
243.77784729,31.3027609568,121.291513962
243.780792236,31.3027609532,121.291513958
243.78364563,31.3027609493,121.291513953
243.786239624,31.302760945,121.291513947
243.788970947,31.3027609405,121.291513941
243.791442871,31.3027609356,121.291513934
243.794067383,31.3027609302,121.291513925
243.797012329,31.3027609243,121.291513916
243.800628662,31.302760918,121.291513906
243.804000854,31.3027609112,121.291513894
243.807418823,31.3027609039,121.291513882
243.811355591,31.302760896,121.291513868
243.815307617,31.3027608877,121.291513852
243.819229126,31.302760879,121.291513836
243.822601318,31.3027608698,121.291513819
